fecha,timestamp,R:v,R:i,R:p,R:q,S:v,S:i,S:p,S:q,T:v,T:i,T:p,T:q
2023/06/27 00:30:00,1687836600,228.6,1.2,32,24,231.1,1.3,134,3,229.9,1.1,49,-13
2023/06/27 00:35:01,1687836901,227.8,1.2,35,0,230.3,1.3,137,1,229.1,1.2,26,-30
2023/06/27 00:40:00,1687837200,227.9,1.2,42,11,230.6,1.4,129,-7,229.3,1.2,37,-30
2023/06/27 00:45:00,1687837500,227.3,1.2,42,2,229.8,1.4,133,-12,228.7,1.2,40,-33
2023/06/27 00:50:00,1687837800,227.8,1.1,42,19,230.3,1.4,128,-16,228.6,1.2,35,-32
2023/06/27 00:55:00,1687838100,228.2,1.2,64,16,230.6,1.3,144,-3,229.2,1.2,45,-28
2023/06/27 01:00:00,1687838400,228.2,1.1,46,-3,230.8,1.4,140,-2,229.3,1.1,22,-29
2023/06/27 01:05:00,1687838700,228.2,1.2,42,4,230.6,1.3,116,-15,229.4,1.1,29,-39
2023/06/27 01:10:00,1687839000,228.1,1.1,42,5,230.5,1.4,140,-13,229.1,1.2,31,-22
2023/06/27 01:15:00,1687839300,228.5,1.1,36,18,231.1,1.4,134,-25,229.8,1.0,37,-20
2023/06/27 01:20:01,1687839601,228.8,1.0,54,5,231.2,1.4,135,-3,229.7,1.2,35,-26
2023/06/27 01:25:00,1687839900,228.7,1.0,33,4,231.3,1.4,146,-9,229.8,1.2,39,-24
2023/06/27 01:30:01,1687840201,228.7,1.1,42,4,230.9,1.4,126,-16,229.8,1.1,49,-18
2023/06/27 01:35:01,1687840501,229.0,1.2,59,8,231.1,1.4,133,-15,230.0,1.2,31,-33
2023/06/27 01:40:00,1687840800,228.8,1.2,39,2,231.3,1.5,138,-13,230.0,1.1,41,-22
2023/06/27 01:45:01,1687841101,228.8,1.2,52,-1,231.0,1.2,126,-17,229.9,1.1,33,-31
2023/06/27 01:50:00,1687841400,228.9,1.0,42,5,231.2,1.3,129,-12,229.7,1.1,37,-19
2023/06/27 01:55:01,1687841701,228.4,1.2,37,-2,230.8,1.4,130,-5,229.6,1.3,38,-15
2023/06/27 02:00:00,1687842000,228.9,1.0,42,7,231.6,1.3,142,-9,230.1,1.1,24,-23
2023/06/27 02:05:01,1687842301,228.8,1.2,72,15,231.1,1.4,144,-6,229.8,1.1,27,-15
2023/06/27 02:10:00,1687842600,229.1,1.1,61,5,231.2,1.4,126,-13,230.0,1.3,40,-25
2023/06/27 02:15:00,1687842900,229.2,1.0,53,0,231.5,1.4,127,-17,230.1,1.2,41,-27
2023/06/27 02:20:01,1687843201,229.4,1.1,49,31,231.3,1.4,149,-14,230.2,1.2,45,-18
2023/06/27 02:25:00,1687843500,229.3,1.1,43,-5,231.6,1.4,138,-19,230.3,1.2,34,-16
2023/06/27 02:30:01,1687843801,229.1,1.2,32,6,231.1,1.4,135,-17,230.0,1.2,45,-23
2023/06/27 02:35:00,1687844100,229.9,1.1,62,11,232.0,1.3,137,-9,230.7,1.1,31,-6
2023/06/27 02:40:01,1687844401,229.2,1.2,35,-12,231.4,1.5,133,-18,230.1,1.2,40,-30
2023/06/27 02:45:00,1687844700,229.2,1.2,33,1,231.4,1.4,132,-2,230.3,1.1,32,-24
2023/06/27 02:50:01,1687845001,229.5,1.2,38,-3,231.6,1.3,136,-12,230.5,1.1,36,-25
2023/06/27 02:55:00,1687845300,230.3,1.2,50,1,232.5,1.3,132,-13,231.2,1.2,31,-31
2023/06/27 03:00:01,1687845601,229.6,1.0,48,9,231.8,1.3,144,-27,230.6,1.2,35,-39
2023/06/27 03:05:01,1687845901,229.7,1.2,39,5,231.9,1.3,135,-21,230.7,1.3,40,-18
2023/06/27 03:10:01,1687846201,229.1,1.2,43,6,231.4,1.4,138,-20,229.9,1.2,33,-32
2023/06/27 03:15:00,1687846500,229.1,1.1,40,12,231.5,1.4,133,-10,230.2,1.1,34,-32
2023/06/27 03:20:01,1687846801,229.4,1.3,49,-10,231.7,1.4,135,-13,230.5,1.1,28,-31
2023/06/27 03:25:00,1687847100,229.5,1.1,47,3,231.7,1.5,138,-12,230.5,1.2,40,-37
2023/06/27 03:30:00,1687847400,229.7,1.1,39,-2,231.9,1.4,134,-14,230.8,1.2,38,-16
2023/06/27 03:35:00,1687847700,229.4,1.2,44,-7,231.8,1.4,145,-19,230.5,1.2,23,-44
2023/06/27 03:40:00,1687848000,229.8,1.1,45,0,232.0,1.4,126,-27,230.6,1.2,28,-23
2023/06/27 03:45:00,1687848300,229.2,1.2,42,4,231.4,1.2,135,-15,230.2,1.1,40,-12
2023/06/27 03:50:01,1687848601,230.5,1.2,47,-5,232.9,1.4,129,-10,231.8,1.2,31,-22
2023/06/27 03:55:00,1687848900,230.0,1.2,25,-1,232.2,1.4,136,-10,231.1,1.2,37,-37
2023/06/27 04:00:01,1687849201,230.2,1.2,57,30,232.4,1.3,132,-4,231.2,1.2,30,-34
2023/06/27 04:05:00,1687849500,230.1,1.1,47,7,232.4,1.4,122,-11,231.2,1.3,27,-24
2023/06/27 04:10:01,1687849801,230.5,1.2,46,10,232.6,1.4,144,-9,231.2,1.2,33,-23
2023/06/27 04:15:00,1687850100,230.4,1.2,37,8,232.9,1.4,126,-10,231.5,1.1,35,-22
2023/06/27 04:20:00,1687850400,229.2,1.2,42,10,231.3,1.4,134,-12,230.3,1.2,40,-17
2023/06/27 04:25:01,1687850701,229.3,1.1,48,-11,231.4,1.4,141,-19,230.4,1.2,33,-31
2023/06/27 04:30:00,1687851000,229.0,0.9,37,-3,231.2,1.3,133,-25,229.8,1.1,44,-18
2023/06/27 04:35:01,1687851301,229.1,1.2,51,-2,231.2,1.4,127,-2,230.2,1.2,45,-22
2023/06/27 04:40:00,1687851600,229.8,1.1,46,10,232.1,1.4,134,-4,230.9,1.1,43,-27
2023/06/27 04:45:01,1687851901,229.7,1.2,41,4,232.1,1.4,128,-7,230.7,1.1,37,-30
2023/06/27 04:50:00,1687852200,229.8,1.2,33,-2,232.1,1.4,129,-8,231.0,1.1,47,-26
2023/06/27 04:55:01,1687852501,228.4,1.2,43,7,230.4,1.4,135,-2,229.4,1.1,30,-26
2023/06/27 05:00:00,1687852800,228.5,1.0,39,4,230.7,1.3,113,-19,229.8,1.3,39,-28
2023/06/27 05:05:01,1687853101,227.2,1.2,47,1,229.6,1.2,136,-6,228.6,1.1,32,-33
2023/06/27 05:10:00,1687853400,227.2,1.2,39,-5,229.4,1.4,130,0,228.3,1.1,31,-45
2023/06/27 05:15:01,1687853701,226.3,1.1,25,1,228.8,1.4,126,-15,227.4,1.3,41,-27
2023/06/27 05:20:00,1687854000,227.0,0.9,23,-8,229.2,1.4,129,-6,228.2,1.2,36,-24
2023/06/27 05:25:00,1687854300,226.7,1.2,51,5,229.0,1.4,129,-1,227.7,1.2,37,-23
2023/06/27 05:30:01,1687854601,227.0,1.2,38,2,229.3,1.3,134,-6,228.1,1.2,26,-36
2023/06/27 05:35:00,1687854900,226.9,1.2,31,2,229.2,1.5,131,-8,227.9,1.2,47,-30
2023/06/27 05:40:01,1687855201,226.5,1.1,45,15,228.7,1.4,140,-11,227.4,1.2,33,-36
2023/06/27 05:45:00,1687855500,227.8,1.2,42,-3,230.2,1.4,133,-6,228.4,1.2,31,-24
2023/06/27 05:50:00,1687855800,227.8,1.1,51,4,230.1,1.2,129,-4,228.7,1.1,36,-6
2023/06/27 05:55:01,1687856101,226.5,1.3,50,2,228.8,1.5,130,-13,227.3,1.1,38,-7
2023/06/27 06:00:00,1687856400,228.6,1.3,42,17,230.7,1.4,143,-10,229.5,1.2,30,-20
2023/06/27 06:05:01,1687856701,227.4,1.0,14,-5,229.7,1.4,121,-7,228.4,1.2,32,-13
2023/06/27 06:10:00,1687857000,227.1,1.1,34,4,229.5,1.3,119,-2,228.2,1.3,40,-13
2023/06/27 06:15:00,1687857300,227.9,1.1,53,-2,230.2,1.5,132,-13,228.9,1.0,36,-23
2023/06/27 06:20:01,1687857601,227.4,1.1,46,0,229.8,1.4,127,-4,228.4,1.1,39,-24
2023/06/27 06:25:00,1687857900,227.5,1.1,12,5,229.9,1.4,126,-13,228.3,1.2,36,-22
2023/06/27 06:30:00,1687858200,226.3,1.0,42,-5,228.8,1.4,127,-5,227.7,1.2,40,-35
2023/06/27 06:35:01,1687858501,229.0,1.2,56,14,231.6,1.4,120,-20,230.2,1.2,35,-42
2023/06/27 06:40:00,1687858800,228.2,1.1,40,10,231.0,1.4,135,-6,229.4,1.3,39,-30
2023/06/27 06:45:01,1687859101,227.8,1.0,58,3,230.4,1.4,132,-15,228.8,1.2,33,-22
2023/06/27 06:50:01,1687859401,227.0,1.1,37,31,229.6,1.4,127,-20,228.1,1.2,32,-21
2023/06/27 06:55:00,1687859700,228.2,1.2,23,-2,231.0,1.4,138,-5,229.2,1.2,49,-21
2023/06/27 07:00:01,1687860001,228.4,1.1,52,4,231.1,1.4,148,-11,229.5,1.2,33,-22
2023/06/27 07:05:00,1687860300,230.8,1.1,39,7,233.2,1.4,124,-8,231.8,1.2,37,-16
2023/06/27 07:10:01,1687860601,230.2,1.1,46,14,233.0,1.4,135,-17,231.5,1.2,33,-29
2023/06/27 07:15:00,1687860900,230.4,1.2,48,2,232.9,1.4,124,-8,231.8,1.2,31,-29
2023/06/27 07:20:00,1687861200,230.1,1.1,48,-3,232.6,1.3,130,-14,231.5,1.1,44,-9
2023/06/27 07:25:00,1687861500,229.2,1.0,47,21,231.6,1.4,130,-9,230.3,1.2,47,5
2023/06/27 07:30:00,1687861800,229.5,1.2,51,1,231.9,1.4,124,-17,230.6,1.0,43,-13
2023/06/27 07:35:00,1687862100,229.2,1.1,33,8,231.3,1.2,133,-17,229.9,1.0,46,-10
2023/06/27 07:40:01,1687862401,229.2,1.2,33,5,231.6,2.3,242,-67,230.4,1.2,35,-17
2023/06/27 07:45:00,1687862700,228.7,1.2,35,2,230.9,1.2,118,-8,229.6,0.8,28,-25
2023/06/27 07:50:01,1687863001,229.0,1.2,33,11,231.4,1.4,114,6,230.1,1.1,31,-17
2023/06/27 07:55:00,1687863300,228.4,1.2,42,-3,230.9,1.3,134,-12,229.5,1.2,49,-5
2023/06/27 08:00:01,1687863601,228.4,1.2,49,3,230.7,1.5,143,-30,229.3,1.2,35,-28
2023/06/27 08:05:00,1687863900,227.3,1.2,32,5,229.8,1.2,126,-14,228.4,1.1,30,-13
2023/06/27 08:10:01,1687864201,226.6,1.2,33,5,229.1,1.3,135,-4,227.8,1.2,43,-1
2023/06/27 08:15:00,1687864500,227.7,1.2,43,6,230.0,1.4,133,-8,228.6,1.1,41,-22
2023/06/27 08:20:01,1687864801,227.9,1.3,45,8,230.2,1.3,131,-9,228.8,1.4,64,-18
2023/06/27 08:25:00,1687865100,227.3,1.2,49,7,229.3,1.3,137,-14,228.2,1.2,49,-17
2023/06/27 08:30:01,1687865401,227.5,1.2,46,-5,230.1,1.3,131,1,228.6,1.0,10,-13
2023/06/27 08:35:00,1687865700,227.4,1.2,51,11,229.6,1.4,143,2,228.2,1.2,45,-13
2023/06/27 08:40:01,1687866001,227.2,1.3,70,13,229.5,2.4,256,-56,228.1,2.0,181,66
2023/06/27 08:45:01,1687866301,227.1,1.2,53,13,229.3,1.4,141,-11,228.0,1.1,37,-23
2023/06/27 08:50:00,1687866600,226.7,1.2,76,-5,228.9,2.2,250,-56,227.7,2.1,170,62
2023/06/27 08:55:01,1687866901,228.9,1.3,70,7,231.1,1.4,135,-4,230.0,1.0,41,-2
2023/06/27 09:00:00,1687867200,228.6,1.2,42,6,230.9,1.5,141,-12,229.4,1.2,40,-4
2023/06/27 09:05:01,1687867501,228.1,1.0,42,7,230.4,1.4,127,-19,229.0,1.2,45,-16
2023/06/27 09:10:00,1687867800,227.6,1.2,56,8,229.8,1.4,138,-12,228.3,1.3,40,-22
2023/06/27 09:15:01,1687868101,228.1,1.2,47,14,230.3,1.4,131,-10,228.9,1.2,49,-9
2023/06/27 09:20:00,1687868400,227.4,1.1,52,17,229.4,1.4,135,-4,228.0,1.1,47,-14
2023/06/27 09:25:01,1687868701,226.4,1.0,34,-6,228.7,1.5,119,-17,227.3,1.2,39,-13
2023/06/27 09:30:00,1687869000,226.8,1.2,103,-5,229.2,2.2,251,-65,227.7,2.1,154,52
2023/06/27 09:35:00,1687869300,226.6,1.1,61,6,228.6,2.2,250,-51,227.2,2.0,165,49
2023/06/27 09:40:01,1687869601,226.7,1.2,68,5,229.1,2.2,253,-64,227.7,2.1,174,52
2023/06/27 09:45:00,1687869900,227.5,1.2,67,-4,229.8,2.3,261,-57,228.5,2.1,174,57
2023/06/27 09:50:01,1687870201,227.5,1.1,18,11,229.8,1.4,126,-2,228.3,1.2,35,-16
2023/06/27 09:55:00,1687870500,227.5,1.1,36,-6,229.9,1.4,133,-7,228.4,1.1,42,-8
2023/06/27 10:00:01,1687870801,227.5,1.0,56,3,229.6,1.4,135,-18,228.1,1.2,35,-6
2023/06/27 10:05:01,1687871101,227.1,1.1,45,-3,229.7,1.4,131,-26,228.2,1.3,47,-17
2023/06/27 10:10:00,1687871400,227.6,1.0,55,-1,229.9,1.3,135,-19,228.7,1.1,36,-17
2023/06/27 10:15:00,1687871700,227.7,1.1,47,15,230.3,1.4,131,-1,228.9,1.2,40,-14
2023/06/27 10:20:01,1687872001,228.3,1.2,33,-4,230.8,1.4,138,-24,229.3,1.0,39,-14
2023/06/27 10:25:00,1687872300,228.0,1.2,66,2,230.4,2.3,270,-55,228.9,2.2,168,63
2023/06/27 10:30:01,1687872601,228.6,1.2,53,-4,231.2,1.3,141,-7,229.7,1.2,51,-14
2023/06/27 10:35:00,1687872900,229.0,1.2,40,4,231.3,1.4,131,-12,229.8,1.2,32,-18
2023/06/27 10:40:01,1687873201,229.7,1.4,118,-1,232.1,3.0,335,-79,230.6,3.0,250,95
2023/06/27 10:45:00,1687873500,229.0,1.4,99,6,231.6,3.1,358,-76,230.1,2.9,231,85
2023/06/27 10:50:01,1687873801,228.9,1.1,36,-1,231.4,1.7,181,-21,229.8,1.5,91,17
2023/06/27 10:55:00,1687874100,228.2,1.2,29,0,230.9,1.6,173,-24,229.4,1.5,84,14
2023/06/27 11:00:01,1687874401,229.1,1.2,49,-25,231.8,2.4,265,-57,230.2,2.1,168,65
2023/06/27 11:05:00,1687874700,229.2,1.2,93,-10,231.5,2.9,323,-65,230.0,2.7,208,87
2023/06/27 11:10:00,1687875000,228.5,1.4,92,-5,231.0,2.9,318,-72,229.6,2.8,228,88
2023/06/27 11:15:00,1687875300,228.8,1.2,85,-5,231.3,2.8,320,-75,229.8,2.7,232,79
2023/06/27 11:20:00,1687875600,228.7,1.3,99,2,230.9,3.0,345,-66,229.3,2.7,235,93
2023/06/27 11:25:01,1687875901,228.8,1.3,78,-1,231.4,2.8,333,-65,229.7,2.7,225,94
2023/06/27 11:30:00,1687876200,229.5,1.3,94,7,231.9,3.1,339,-85,230.2,2.9,229,88
2023/06/27 11:35:01,1687876501,229.3,1.3,85,-5,232.1,2.8,334,-65,230.5,2.8,226,96
2023/06/27 11:40:00,1687876800,229.3,1.4,107,-14,232.0,3.0,348,-68,230.4,2.7,220,93
2023/06/27 11:45:01,1687877101,230.4,1.2,92,-1,233.0,2.8,327,-67,231.3,2.7,230,97
2023/06/27 11:50:00,1687877400,230.1,1.2,51,14,232.5,1.6,178,-22,230.7,1.4,92,9
2023/06/27 11:55:01,1687877701,230.4,1.2,102,-6,233.0,2.8,335,-59,231.3,2.6,215,81
2023/06/27 12:00:00,1687878000,228.0,1.4,94,2,230.4,3.0,338,-51,228.7,2.7,217,93
2023/06/27 12:05:01,1687878301,227.6,1.2,87,-12,230.0,2.8,318,-78,228.4,2.6,221,91
2023/06/27 12:10:00,1687878600,227.5,1.2,59,5,230.2,1.6,189,-30,228.5,1.4,78,0
2023/06/27 12:15:01,1687878901,227.4,1.3,61,-3,229.8,1.6,178,-27,228.3,1.5,100,25
